collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,
CAB,66,53,2,22-Jul-44,Memorandum,WP (44) 402,"Report for the Month of June 1944 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,53,3,23-Jul-44,Memorandum,WP (44) 403,Consultation with the European Allied Governments about Terms of Surrender for Germany.,Anthony Eden,
CAB,66,53,4,23-Jul-44,Memorandum,WP (44) 404,Proposed Exchange of United States Prisoners of War with isolated Japanese Garrisons.,Anthony Eden,
CAB,66,53,5,23-Jul-44,Memorandum,WP (44) 405,Rearmament of Syrian Gendarmerie.,Anthony Eden,
CAB,66,53,6,24-Jul-44,Memorandum,WP (44) 406,Future World Organisation. Report by the Armistice and Post-War Committee.,Clement R Attlee,
CAB,66,53,7,24-Jul-44,Memorandum,WP (44) 407,Staffing of the Foreign Service in the Immediate Post-War Period.,Anthony Eden,
CAB,66,53,8,24-Jul-44,Memorandum,WP (44) 408,Morale in Germany.,Anthony Eden,
CAB,66,53,9,25-Jul-44,Memorandum,WP (44) 409,Policy in Western Europe.,Anthony Eden,
CAB,66,53,10,25-Jul-44,Memorandum,WP (44) 410,Agricultural Man-Power in the First Year after the German Armistice.,Robert S Hudson and Thomas Johnston,
CAB,66,53,11,25-Jul-44,Memorandum,WP (44) 411,Temporary Embargo on Building and Allocation of  Building Labour.,Oliver Lyttelton,
CAB,66,53,12,26-Jul-44,Memorandum,WP (44) 412,Long-Range Rocket. Need for Re-examination of Government Plans.,Herbert Morrison,
CAB,66,53,13,26-Jul-44,Memorandum,WP (44) 413,"Crossbow Security. Special Measures for ""Bigben"".",Chiefs of Staff,
CAB,66,53,14,26-Jul-44,Memorandum,WP (44) 414,Foreign Policy and the Flying Bomb.,Clement R Attlee,
CAB,66,53,15,27-Jul-44,Memorandum,WP (44) 415,"Weekly Resume (No. 256) of the Naval, Military and Air Situation from 0700 20th July, to 0700 27th July, 1944.",Chiefs of Staff,
CAB,66,53,16,29-Jul-44,Memorandum,WP (44) 416,Report of Committee on Policy in Ethiopia.,John Anderson,
CAB,66,53,17,28-Jul-44,Memorandum,WP (44) 417,Report of the Committee on Black-Out Restrictions.,Herbert Morrison,
CAB,66,53,18,28-Jul-44,Memorandum,WP (44) 418,Polish Committee of National Liberation.,Anthony Eden,
CAB,66,53,19,31-Jul-44,Memorandum,WP (44) 419,Supplies from North America in Stage II.,John Anderson and Oliver Lyttelton,
CAB,66,53,20,31-Jul-44,Memorandum,WP (44) 420,Administration of Forestry Policy. Report by the Chairman of the Machinery of Government Committee.,John Anderson,
CAB,66,53,21,31-Jul-44,Memorandum,WP (44) 421,Employment of German and Italian Prisoners-of-War.,Ernest Bevin,
CAB,66,53,22,31-Jul-44,Memorandum,WP (44) 422,"Summary of Operations of Bomber Command for four weeks ending 16th July, 1944.",Archibald H M Sinclair,
CAB,66,53,23,31-Jul-44,Memorandum,WP (44) 423,Man-Power - Allocation to the Royal Air Force and the Ministry of Aircraft Production.,Archibald H M Sinclair and R Stafford Cripps,
CAB,66,53,24,1-Aug-44,Memorandum,WP (44) 424,Modifications in Parliamentary Procedure.,John Anderson,
CAB,66,53,25,2-Aug-44,Memorandum,WP (44) 425,Road Research Laboratory: Studies carried out in relation to the Invasion.,Clement R Attlee,
CAB,66,53,26,2-Aug-44,Memorandum,WP (44) 426,India. Viceroy's Proposed Reply to Gandhi.,L S Amery,
CAB,66,53,27,2-Aug-44,Memorandum,WP (44) 427,Attack by Rockets. Report by the Joint Intelligence Sub-Committee.,E E Bridges,
CAB,66,53,28,3-Aug-44,Memorandum,WP (44) 428,"Weekly Resume (No. 257) of the Naval, Military and Air Situation from 0700 27th July, to 0700 3rd August, 1944.",Chiefs of Staff,
CAB,66,53,29,3-Aug-44,Memorandum,WP (44) 429,Viceroy's Proposed Reply to Gandhi. Report by the India Committee.,Clement R Attlee,
CAB,66,53,30,4-Aug-44,Memorandum,WP (44) 430,Viceroy's Proposed Reply to Gandhi.,E E Bridges,
CAB,66,53,31,3-Aug-44,Memorandum,WP (44) 431,Man-Power One Year after the Defeat of Germany.,Winston S Churchill,
CAB,66,53,32,5-Aug-44,Memorandum,WP (44) 432,Overlord Security.,Oliver Lyttelton,
CAB,66,53,33,8-Aug-44,Memorandum,WP (44) 433,Despatch of British Forces to Greece.,Anthony Eden,
CAB,66,53,34,8-Aug-44,Memorandum,WP (44) 434,Hungarian offer to allow Jews to leave Hungary.,Anthony Eden,
CAB,66,53,35,8-Aug-44,Memorandum,WP (44) 435,"Crossbow Security. Special Measures for ""Bigben"".",Anthony Eden,
CAB,66,53,36,9-Aug-44,Memorandum,WP (44) 436,Soviet Policy in Europe.,Anthony Eden,
CAB,66,53,37,10-Aug-44,Memorandum,WP (44) 437,"Weekly Resume (No. 258) of the Naval, Military and Air Situation from 0700 3rd August, to 0700 10th August, 1944.",Chiefs of Staff,
CAB,66,53,38,10-Aug-44,Memorandum,WP (44) 438,Anglo-Polish Agreement of 1939.,Anthony Eden,
CAB,66,53,39,11-Aug-44,Memorandum,WP (44) 439,Conversations with M. Massigli.,Anthony Eden,
CAB,66,53,40,11-Aug-44,Memorandum,WP (44) 440,Man-Power in 1944.,John Anderson,
CAB,66,53,41,12-Aug-44,Memorandum,WP (44) 441,India. Viceroy's Proposed Reply to Gandhi.,L S Amery,
CAB,66,53,42,12-Aug-44,Memorandum,WP (44) 442,Committee on Commercial Policy Scheme.,Winston S Churchill,
CAB,66,53,43,12-Aug-44,Memorandum,WP (44) 443,Constituent Republics of the Soviet Union.,Cranborne,
CAB,66,53,44,13-Aug-44,Memorandum,WP (44) 444,Indo-China.,Anthony Eden,
CAB,66,53,45,15-Aug-44,Memorandum,WP (44) 445,Policy in Western Europe.,L S Amery,
CAB,66,53,46,14-Aug-44,Memorandum,WP (44) 446,Relief of Occupied Europe.,Anthony Eden,
CAB,66,53,47,15-Aug-44,Memorandum,WP (44) 447,Partisans in Poland.,Anthony Eden,
CAB,66,53,48,17-Aug-44,Memorandum,WP (44) 448,Supplies from North America in Stage II.,John Anderson and Oliver Lyttelton,
CAB,66,53,49,17-Aug-44,Memorandum,WP (44) 449,The Military Occupation of Developed Countries after Defeat.,Chiefs of Staff,
CAB,66,53,50,17-Aug-44,Memorandum,WP (44) 450,"Weekly Resume (No. 259) of the Naval, Military and Air Situation from 0700 10th August, to 0700 17th August, 1944.",Chiefs of Staff,
CAB,66,54,1,26-Aug-44,Memorandum,WP (44) 451,Staffing of the Colonial Service in the Immediate Post-War Period.,Oliver Stanley,
CAB,66,54,2,18-Aug-44,Memorandum,WP (44) 452,Man-Power One Year after the Defeat of Germany - Decisions required from His Majesty's Government.,Chiefs of Staff,
CAB,66,54,3,21-Aug-44,Memorandum,WP (44) 453,"Manpower Requirements for the Army, 1944/45. Revised Assessment.",P J Grigg,
CAB,66,54,4,22-Aug-44,Memorandum,WP (44) 454,The Oil Agreement.,Beaverbrook,
CAB,66,54,5,19-Aug-44,Memorandum,WP (44) 455,Finance of Supplies to Italy.,Richard Law,
CAB,66,54,6,22-Aug-44,Memorandum,WP (44) 456,Rehabilitation of Returned Prisoners of War.,P J Grigg,
CAB,66,54,7,22-Aug-44,Memorandum,WP (44) 457,Social Insurance.,Woolton,
CAB,66,54,8,21-Aug-44,Memorandum,WP (44) 458,"Summary of Naval Air Operations - 1st May to 1st August, 1944.",First Lord of the Admiralty,
CAB,66,54,9,19-Aug-44,Memorandum,WP (44) 459,Finance of Relief in the Military Period.,Richard Law,
CAB,66,54,10,24-Aug-44,Memorandum,WP (44) 460,Redistribution of Seats. 1. Representation of the City of London. 2. Number of Seats to be Assigned to Scotland and to Wales and Monmouth.,Herbert Morrison,
CAB,66,54,11,22-Aug-44,Memorandum,WP (44) 461,Situation in Warsaw.,Anthony Eden,
CAB,66,54,12,23-Aug-44,Memorandum,WP (44) 462,Belligerent Status for Polish Underground Army.,Anthony Eden,
CAB,66,54,13,24-Aug-44,Memorandum,WP (44) 463,Man-Power Requirements in the Civil Defence Services from June 1944 to June 1945.,Herbert Morrison,
CAB,66,54,14,24-Aug-44,Memorandum,WP (44) 464,"Weekly Resume (No. 260) of the Naval, Military and Air Situation from 0700 17th August, to 0700 24th August, 1944.",Chiefs of Staff,
CAB,66,54,15,25-Aug-44,Memorandum,WP (44) 465,Man-Power Allocation to the Ministry of Aircraft Production.,"Ernest Bevin, Oliver Lyttelton, Archibald H M Sinclair, R Stafford Cripps",
CAB,66,54,16,25-Aug-44,Memorandum,WP (44) 466,Instructions to United Kingdom Delegation to Second Session of U.N.R.R.A. Council.,Richard Law,
CAB,66,54,17,25-Aug-44,Memorandum,WP (44) 467,Man-Power for the Supply Departments in 1944.,Oliver Lyttelton,
CAB,66,54,18,25-Aug-44,Memorandum,WP (44) 468,Overlord Security.,Oliver Lyttelton,
CAB,66,54,19,26-Aug-44,Memorandum,WP (44) 469,The United Nations Relief and Rehabilitation Administration.,Winston S Churchill,
CAB,66,54,20,25-Aug-44,Memorandum,WP (44) 470,Reallocation of Man-Power during the Interim Period.,Ernest Bevin,
CAB,66,54,21,26-Aug-44,Memorandum,WP (44) 471,Man-Power for the Navy. 1944 Allocations - Final Estimate.,A V Alexander,
CAB,66,54,22,26-Aug-44,Memorandum,WP (44) 472,Civil Air Transport. Civil Air conversations in the United States.,Beaverbrook,
CAB,66,54,23,26-Aug-44,Memorandum,WP (44) 473,Civil Air Transport. The International Position.,Archibald H M Sinclair,
CAB,66,54,24,26-Aug-44,Memorandum,WP (44) 474,Participation of France in the Proceedings of the European Advisory Commission.,Anthony Eden,
CAB,66,54,25,27-Aug-44,Memorandum,WP (44) 475,Armistice Terms for Bulgaria.,Anthony Eden,
CAB,66,54,26,28-Aug-44,Memorandum,WP (44) 476,Killing of Survivors of S.S. Peleus by U. 852.,A V Alexander,
CAB,66,54,27,28-Aug-44,Memorandum,WP (44) 477,"Report for the Month of July 1944 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,54,28,26-Aug-44,Memorandum,WP (44) 478,"Summary of Operations of Bomber Command for four weeks ending 13th August, 1944.",Archibald H M Sinclair,
CAB,66,54,29,30-Aug-44,Memorandum,WP (44) 479,Scale of Attack against the United Kingdom.,Chiefs of Staff,
CAB,66,54,30,30-Aug-44,Memorandum,WP (44) 480,Future Responsibility for Civil Aviation.,Winston S Churchill,
CAB,66,54,31,30-Aug-44,Memorandum,WP (44) 481,Re-allocation of Man-Power between the Forces and Civilian Employment during the Interim Period between the Defeat of Germany and the Defeat of Japan.,Ernest Bevin,
CAB,66,54,32,31-Aug-44,Memorandum,WP (44) 482,The Wartime Departments. Report by the Chairman of the Machinery of Government Committee.,John Anderson,
CAB,66,54,33,30-Aug-44,Memorandum,WP (44) 483,Russia in 1944.,Winston S Churchill,
CAB,66,54,34,30-Aug-44,Memorandum,WP (44) 484,Warning to Neutrals not to grant Asylum to Enemy Leaders and War Criminals.,Anthony Eden,
CAB,66,54,35,31-Aug-44,Memorandum,WP (44) 485,"Weekly Resume (No. 261) of the Naval, Military and Air Situation from 0700 24th August, to 0700 31st August, 1944.",Chiefs of Staff,
CAB,66,54,36,1-Sep-44,Memorandum,WP (44) 486,Finance of Relief.,John Anderson,
CAB,66,54,37,1-Sep-44,Memorandum,WP (44) 487,Man-Power - 1944.,John Anderson,
CAB,66,54,38,1-Sep-44,Memorandum,WP (44) 488,Man-Power Requirements for the Services - July to December 1944.,Ernest Bevin,
CAB,66,54,39,31-Aug-44,Memorandum,WP (44) 489,Instrument of Surrender of Germany.,Anthony Eden,
CAB,66,54,40,2-Sep-44,Memorandum,WP (44) 490,Black-Out Policy.,Herbert Morrison,
CAB,66,54,41,1-Sep-44,Memorandum,WP (44) 491,"Operation ""Nest Egg"".",Chiefs of Staff,
CAB,66,54,42,3-Sep-44,Memorandum,WP (44) 492,Soviet Prisoners of War.,Anthony Eden,
CAB,66,54,43,3-Sep-44,Memorandum,WP (44) 493,M. Massigli's Visit.,Anthony Eden,
CAB,66,54,44,3-Sep-44,Memorandum,WP (44) 494,The Oil Agreement.,Beaverbrook,
CAB,66,54,45,3-Sep-44,Memorandum,WP (44) 495,Signature of the Armistice with the Axis Satellites.,Anthony Eden,
CAB,66,54,46,3-Sep-44,Memorandum,WP (44) 496,Armistice Terms for Roumania.,Anthony Eden,
CAB,66,54,47,4-Sep-44,Memorandum,WP (44) 497,U.N.R.R.A. and Italy.,Richard Law,
CAB,66,54,48,5-Sep-44,Memorandum,WP (44) 498,State Monopoly of the Air.,L S Amery,
CAB,66,54,49,4-Sep-44,Memorandum,WP (44) 499,Armistice Terms for Hungary.,Anthony Eden,
CAB,66,54,50,5-Sep-44,Memorandum,WP (44) 500,Report of the Rocket Consequences Committee.,Herbert Morrison,
CAB,66,55,1,6-Sep-44,Memorandum,WP (44) 501,Future Policy for Crossbow Counter-Measures.,Vice-Chiefs of Staff,
CAB,66,55,2,5-Sep-44,Memorandum,WP (44) 502,Proposal by General Arnold for a Second Joint Anglo-American Statement regarding Jet-Propelled Aircraft.,Vice-Chiefs of Staff,
CAB,66,55,3,7-Sep-44,Memorandum,WP (44) 503,Social Insurance.,Woolton,
CAB,66,55,4,7-Sep-44,Memorandum,WP (44) 504,Poland.,Winston S Churchill,
CAB,66,55,5,7-Sep-44,Memorandum,WP (44) 505,Members of the British Union detained under Regulation 18B.,Herbert Morrison,
CAB,66,55,6,7-Sep-44,Memorandum,WP (44) 506,"Weekly Resume (No. 262) of the Naval, Military and Air Situation from 0700 31st August, to 0700 7th September, 1944.",Chiefs of Staff,
CAB,66,55,7,7-Sep-44,Memorandum,WP (44) 507,Suez Canal.,Anthony Eden,
CAB,66,55,8,8-Sep-44,Memorandum,WP (44) 508,Civil Aviation. Monopoly and Private Enterprise.,R Stafford Cripps,
CAB,66,55,9,8-Sep-44,Memorandum,WP (44) 509,Reallocation of Man-Power between Civilian Employments during the Interim Period between the Defeat of Germany and the Defeat of Japan.,Ernest Bevin,
CAB,66,55,10,9-Sep-44,Memorandum,WP (44) 510,Mr. Curtin's Report to the Australian Parliament of the Prime Ministers' Meeting.,Cranborne,
CAB,66,55,11,9-Sep-44,Memorandum,WP (44) 511,Explosion in the Bombay Docks on 14th April 1944.,R A Butler,
CAB,66,55,12,9-Sep-44,Memorandum,WP (44) 512,Possible German Threat to Murder Prisoners of War.,Vice-Chiefs of Staff,
CAB,66,55,13,10-Sep-44,Memorandum,WP (44) 513,Assistance to Warsaw.,D C S Evill,
CAB,66,55,14,9-Sep-44,Memorandum,WP (44) 514,Proposed S.O.E. Operations in Siam.,Anthony Eden,
CAB,66,55,15,9-Sep-44,Memorandum,WP (44) 515,Morale in Germany.,Anthony Eden,
CAB,66,55,16,14-Sep-44,Memorandum,WP (44) 516,Scheme for Purchase by British Shipowners of New Vessels built on Government Account.,Leathers,
CAB,66,55,17,14-Sep-44,Memorandum,WP (44) 517,"Munitions Production: Effects of assumption that the German War ends by 31st December, 1944.",Oliver Lyttelton,
CAB,66,55,18,14-Sep-44,Memorandum,WP (44) 518,Programme Reduction Procedure.,Clement R Attlee,
CAB,66,55,19,14-Sep-44,Memorandum,WP (44) 519,Re-Education of German Prisoners of War.,Anthony Eden and Brendan Bracken,
CAB,66,55,20,14-Sep-44,Memorandum,WP (44) 520,"Weekly Resume (No. 263) of the Naval, Military and Air Situation from 0700 7th September, to 0700 14th September, 1944.",Chiefs of Staff,
CAB,66,55,21,15-Sep-44,Memorandum,WP (44) 521,"Closer Union between Southern Rhodesia, Northern Rhodesia and Nyasaland.",Cranborne and Oliver Stanley,
CAB,66,55,22,16-Sep-44,Memorandum,WP (44) 522,"Explosion in the Bombay Docks on 14th April, 1944.",Ministry of War Transport,
CAB,66,55,23,16-Sep-44,Memorandum,WP (44) 523,Air Mail Services on Empire Air Routes and Troops' Inward Air Letters.,Chairman of the Overseas Mails Committee,
CAB,66,55,24,16-Sep-44,Memorandum,WP (44) 524,"Explosion in the Bombay Docks on the 14th April, 1944.",R A Butler,
CAB,66,55,25,19-Sep-44,Memorandum,WP (44) 525,The Post-War Fire Service.,Herbert Morrison and Thomas Johnston,
CAB,66,55,26,23-Sep-44,Memorandum,WP (44) 526,Draft Constitution for the Food and Agriculture Organisation.,Anthony Eden,
CAB,66,55,27,19-Sep-44,Memorandum,WP (44) 527,Service Pay and Allowances in Stage II.,John Anderson,
CAB,66,55,28,19-Sep-44,Memorandum,WP (44) 528,Prolongation of Parliament.,Herbert Morrison,
CAB,66,55,29,19-Sep-44,Memorandum,WP (44) 529,Future of B.O.A.C. : Need for an Early Decision.,Archibald H M Sinclair,
CAB,66,55,30,19-Sep-44,Memorandum,WP (44) 530,International Air Conference.,Archibald H M Sinclair,
CAB,66,55,31,19-Sep-44,Memorandum,WP (44) 531,Town and Country Planning Bill.,William Shepherd Morrison,
CAB,66,55,32,20-Sep-44,Memorandum,WP (44) 532,London Housing Situation.,Woolton and Ernest Bevin,
CAB,66,55,33,21-Sep-44,Memorandum,WP (44) 533,Bretton Woods Conference Resolution on Enemy Assets and Looted Property.,John Anderson,
CAB,66,55,34,25-Sep-44,Memorandum,WP (44) 534,The Future Scale of Attack by Flying Bombs and Rockets on this Country.,Chiefs of Staff,
CAB,66,55,35,22-Sep-44,Memorandum,WP (44) 535,The Unemployment Insurance (Increase of Benefit) Bill.,Ernest Brown,
CAB,66,55,36,22-Sep-44,Memorandum,WP (44) 536,Production of Prefabricated Houses.,Woolton,
CAB,66,55,37,21-Sep-44,Memorandum,WP (44) 537,"Weekly Resume (No. 264) of the Naval, Military and Air Situation from 0700 14th September, to 0700 21st September, 1944.",Chiefs of Staff,
CAB,66,55,38,22-Sep-44,Memorandum,WP (44) 538,"Report for the Month of August 1944 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,55,39,21-Sep-44,Memorandum,WP (44) 539,"Summary of Operations of Bomber Command for four weeks ending 10th September, 1944.",Archibald H M Sinclair,
CAB,66,55,40,23-Sep-44,Memorandum,WP (44) 540,International Air Conference.,Beaverbrook,
CAB,66,55,41,22-Sep-44,Memorandum,WP (44) 541,Armistice with Roumania.,Anthony Eden,
CAB,66,55,42,24-Sep-44,Memorandum,WP (44) 542,Armistice with Finland.,Anthony Eden,
CAB,66,55,43,22-Sep-44,Memorandum,WP (44) 543,Finance of Relief in the Military Period.,Anthony Eden,
CAB,66,55,44,24-Sep-44,Memorandum,WP (44) 544,French Request for Admission to the European Advisory Commission.,Anthony Eden,
CAB,66,55,45,28-Sep-44,Memorandum,WP (44) 545,Release of Capacity from War Production.,Oliver Lyttelton,
CAB,66,55,46,29-Sep-44,Memorandum,WP (44) 546,Eastern Arctic Air Routes.,Cranborne,
CAB,66,55,47,27-Sep-44,Memorandum,WP (44) 547,Town and Country Planning Bill - 1939 Standard (Clauses 45 and 46).,William Shepherd Morrison,
CAB,66,55,48,28-Sep-44,Memorandum,WP (44) 548,"Weekly Resume (No. 265) of the Naval, Military and Air Situation from 0700 21st September, to 0700 28th September, 1944.",Chiefs of Staff,
CAB,66,55,49,3-Oct-44,Memorandum,WP (44) 549,Special Meeting of the Canadian Cabinet War Committee.,E E Bridges,
CAB,66,55,50,2-Oct-44,Memorandum,WP (44) 550,War Crimes Bill.,Simon,
CAB,66,56,1,3-Oct-44,Memorandum,WP (44) 551,Conditions in France and Belgium. Report by Major D. Morton.,E E Bridges,
CAB,66,56,2,2-Oct-44,Memorandum,WP (44) 552,Support for Poland.,Anthony Eden,
CAB,66,56,3,4-Oct-44,Memorandum,WP (44) 553,Tank Production Programme.,Oliver Lyttelton,
CAB,66,56,4,18-Oct-44,Memorandum,WP (44) 554,The Committing of Acts of Violence towards British Prisoners of War.,P J Grigg,
CAB,66,56,5,3-Oct-44,Memorandum,WP (44) 555,Major War Criminals.,Anthony Eden,
CAB,66,56,6,4-Oct-44,Memorandum,WP (44) 556,Suez Canal Committee.,E E Bridges,
CAB,66,56,7,5-Oct-44,Memorandum,WP (44) 557,The Town and Country Planning Bill: the 1939 Standard.,Stafford Cripps,
CAB,66,56,8,5-Oct-44,Memorandum,WP (44) 558,"Weekly Resume (No. 266) of the Naval, Military and Air Situation from 0700 28th September, to 0700 5th October, 1944.",Chiefs of Staff,
CAB,66,56,9,7-Oct-44,Memorandum,WP (44) 559,Security in Palestine.,Oliver Stanley,
CAB,66,56,10,7-Oct-44,Memorandum,WP (44) 560,EFM Telegraph Service: Christmas 1944.,Harry Crookshank,
CAB,66,56,11,9-Oct-44,Memorandum,WP (44) 561,In the Maquis.,Selborne,
CAB,66,56,12,10-Oct-44,Memorandum,WP (44) 562,Indian Food Situation: Sir Henry French's visit to India.,L S Amery,
CAB,66,56,13,10-Oct-44,Memorandum,WP (44) 563,Reallocation of Man-Power between Civilian Employments during the Interim Period between the Defeat of Germany and the Defeat of Japan.,Ernest Bevin,
CAB,66,56,14,9-Oct-44,Memorandum,WP (44) 564,International Civil Air Transport: White Paper outlining Government Policy.,Archibald H M Sinclair,
CAB,66,56,15,10-Oct-44,Memorandum,WP (44) 565,Publication of a Report by a United States Mission.,Gwilym Lloyd-George,
CAB,66,56,16,11-Oct-44,Memorandum,WP (44) 566,"Town and Country Planning Bill, Clauses 45 and 46.",William Shepherd Morrison,
CAB,66,56,17,11-Oct-44,Memorandum,WP (44) 567,Crossbow - Publication in the Press of Maps showing the Fall of Flying Bombs.,Chiefs of Staff,
CAB,66,56,18,11-Oct-44,Memorandum,WP (44) 568,Relief for Occupied Europe.,Richard K Law,
CAB,66,56,19,12-Oct-44,Memorandum,WP (44) 569,"Weekly Resume (No. 267) of the Naval, Military and Air Situation from 0700 5th October, to 0700 12th October, 1944.",Chiefs of Staff,
CAB,66,56,20,13-Oct-44,Memorandum,WP (44) 570,"S.O.E. assistance to ""Overlord"".",Selborne,
CAB,66,56,21,14-Oct-44,Memorandum,WP (44) 571,Migration.,Ernest Bevin and Cranborne,
CAB,66,56,22,14-Oct-44,Memorandum,WP (44) 572,The Aircraft Programme.,R Stafford Cripps,
CAB,66,56,23,14-Oct-44,Memorandum,WP (44) 573,Release of Capacity from Munitions Production.,Oliver Lyttelton,
CAB,66,56,24,16-Oct-44,Memorandum,WP (44) 574,Publication of Statistics about the War Effort of the United Kingdom.,John Anderson,
CAB,66,56,25,18-Oct-44,Memorandum,WP (44) 575,The Post-War Army.,P J Grigg,
CAB,66,56,26,18-Oct-44,Memorandum,WP (44) 576,"Summary of Operations of Bomber Command for four weeks ending 8th October,1944.",Archibald H M Sinclair,
CAB,66,56,27,19-Oct-44,Memorandum,WP (44) 577,Street Lighting in the London Area.,Herbert Morrison,
CAB,66,56,28,19-Oct-44,Memorandum,WP (44) 578,Situation in the Channel Islands.,Chiefs of Staff,
CAB,66,56,29,20-Oct-44,Memorandum,WP (44) 579,Publicity for Artificial Harbours.,Chiefs of Staff,
CAB,66,56,30,26-Oct-44,Memorandum,WP (44) 580,"Travel Facilities - Visits by Non-Official Civilians to France, Belgium and Holland.",Richard Law,
CAB,66,56,31,19-Oct-44,Memorandum,WP (44) 581,Policy in Ethiopia.,Richard Law,
CAB,66,56,32,19-Oct-44,Memorandum,WP (44) 582,"Weekly Resume (No. 268) of the Naval, Military and Air Situation from 0700 12th October, to 0700 19th October, 1944.",Chiefs of Staff,
CAB,66,56,34,20-Oct-44,Memorandum,WP (44) 584,Two Day-Shift Working in Factory Employment.,Ernest Bevin,
CAB,66,56,35,23-Oct-44,Memorandum,WP (44) 585,Organisation of Civil Aviation.,Swinton,
CAB,66,56,36,23-Oct-44,Memorandum,WP (44) 586,Supplies from North America in Stage II.,John Anderson and Oliver Lyttelton,
CAB,66,56,37,23-Oct-44,Memorandum,WP (44) 587,"Report for the Month of September 1944 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,56,38,25-Oct-44,Memorandum,WP (44) 588,Local Elections. I. - Assimilation of Local Government Franchise with Parliamentary Franchise. II. - Revival of Local Elections.,Herbert Morrison and Thomas Johnston,
CAB,66,56,39,19-Oct-44,Memorandum,WP (44) 589,Second Session of the Council of the United Nations Relief and Rehabilitation Administration.,Richard Law,
CAB,66,56,40,25-Oct-44,Memorandum,WP (44) 590,Voting Arrangements for Members of the Forces.,Herbert Morrison and Thomas Johnston,
CAB,66,56,41,25-Oct-44,Memorandum,WP (44) 591,Report of the Speaker's Conference on Electoral Reform.,Herbert Morrison and Thomas Johnston,
CAB,66,56,42,25-Oct-44,Memorandum,WP (44) 592,Civil Aviation - Chicago Conference.,Swinton,
CAB,66,56,43,25-Oct-44,Memorandum,WP (44) 593,Civil Aviation - Chicago Conference.,Swinton,
CAB,66,56,44,26-Oct-44,Memorandum,WP (44) 594,Second Report of the Committee on Policy in Ethiopia.,John Anderson,
CAB,66,56,45,26-Oct-44,Memorandum,WP (44) 595,"Weekly Resume (No. 269) of the Naval, Military and Air Situation from 0700 19th October, to 0700 26th October, 1944.",Chiefs of Staff,
CAB,66,56,46,26-Oct-44,Memorandum,WP (44) 596,"Government Building Programme: Proposed Labour Allocations, October to December 1944.",Oliver Lyttelton,
CAB,66,56,47,27-Oct-44,Memorandum,WP (44) 597,Release of Capacity from Munitions Production.,Oliver Lyttelton,
CAB,66,56,48,30-Oct-44,Memorandum,WP (44) 598,Recruitment to the Civil Service during the Reconstruction Period.,John Anderson,
CAB,66,56,49,27-Oct-44,Memorandum,WP (44) 599,Publication of Statistics about the War Effort of the United Kingdom.,John Anderson,
CAB,66,56,50,27-Oct-44,Memorandum,WP (44) 600,Scale of Air Attack against the United Kingdom.,Chiefs of Staff,
CAB,66,57,1,27-Oct-44,Memorandum,WP (44) 601,Woman alleged to be a Sniper.,Herbert Morrison,
CAB,66,57,2,31-Oct-44,Memorandum,WP (44) 602,Resettlement of Men released from the Armed Forces.,Ernest Bevin,
CAB,66,57,3,27-Oct-44,Memorandum,WP (44) 603,Armistice Terms for Bulgaria.,Richard K Law,
CAB,66,57,4,31-Oct-44,Memorandum,WP (44) 604,Economic Controls in the Transition Period.,Woolton,
CAB,66,57,5,29-Oct-44,Memorandum,WP (44) 605,Reallocation of Man-Power between Civilian Employments during the Interim Period between the Defeat of Germany and the Defeat of Japan.,Archibald H M Sinclair,
CAB,66,57,6,30-Oct-44,Memorandum,WP (44) 606,Special Broadcasts and Leaflets for the Channel Islands.,Brendan Bracken,
CAB,66,57,7,4-Nov-44,Memorandum,WP (44) 607,"The Position with regard to Food, Agriculture and Nutrition in France, Belgium and Holland.",P J Grigg,
CAB,66,57,8,30-Oct-44,Memorandum,WP (44) 608,Measures taken by the British Commonwealth to provide Asylum for Refugees.,Richard Law,
CAB,66,57,9,1-Nov-44,Memorandum,WP (44) 609,Compulsory Posting of A.T.S. Overseas.,P J Grigg,
CAB,66,57,10,1-Nov-44,Memorandum,WP (44) 610,Channel Islands.,Ernest Bevin,
CAB,66,57,11,1-Nov-44,Memorandum,WP (44) 611,Comparative Performances of British and American Civil Transport Aircraft.,Archibald H M Sinclair and R Stafford Cripps,
CAB,66,57,12,1-Nov-44,Memorandum,WP (44) 612,"Poland. Record of a Conversation between the Polish Foreign Minister and Sir Alexander Cadogan on 31st October, 1944.",E E Bridges,
CAB,66,57,13,2-Nov-44,Memorandum,WP (44) 613,Relief for Occupied Europe.,Chiefs of Staff,
CAB,66,57,14,2-Nov-44,Memorandum,WP (44) 614,"Weekly Resume (No. 270) of the Naval, Military and Air Situation from 0700 26th October, to 0700 2nd November, 1944.",Chiefs of Staff,
