collection,series,piece,item,Covering_date,Type,Former Reference,Agenda
CAB,195,17,58,4-Dec-58,Notebook,CC (58) 83,1. European Free Trade Area; 2. Indonesia: Supply of Arms; 3. Parliament; 4. British Aluminium Company; 5. IMF; 6. Pensions; 7. Cotton Imports
CAB,195,17,59,10-Dec-58,Notebook,CC (58) 84,1. Integration of N.A.T.O. Air Defence; 2. Parliament; 3. Obscene Publications Bill; 4. Gas and Electricity Borrowing Bill; 5. Foreign Affairs - a) Cyprus - b) Iraq - c) Europe; 6. Defence: Man Power Policy; 7. Malta; 8. Cotton Imports; 9. Coal
CAB,195,17,60,16-Dec-58,Notebook,CC (58) 85,1. Parliament; 2. Government Information; 3. Penal Reform; 4. Street Offences Bill; 5. Obscence Publications Bill; 6. Kenya
CAB,195,17,61,18-Dec-58,Notebook,CC (58) 86,1. Cyprus; 2. International Whaling Convention; 3. Iceland Fisheries Dispute; 4. European Free Trade Area; 5. Sterling: Convertability; 6. Malta; 7. Cotton Imports
CAB,195,17,62,23-Dec-58,Notebook,CC (58) 87,1. Foreign Affairs; 2. Cyprus; 3. Aircraft Industry; 4. Scottish Aviation Ltd; 5 Investment Programme; 6. Pensions; 7. Civil Aviation: Jet Aircraft; 8. British Aluminium Company
CAB,195,17,63,23-Dec-58,Notebook,CC (58) 88,1. European Free Trade Area; 2. New Zealand Butter; 3. Civil Service Pay
CAB,195,18,1,22-Jan-59,Notebook,CC (59) 2,1. Parliament; 2. Foreign Affairs - a) Holland - b) Egyptian Financial Agreement; 3. Air Journeys by Royal Family; 4. Armed Forces: Malcolm Clubs; 5. Representation of Vatican in U.K.; 6. Commercial Policy: Horticulture; 7. Chevening
CAB,195,18,2,29-Jan-59,Notebook,CC (59) 3,1. Cotton Industry; 2. Parliament; 3. Egypt: Financial Settlement; 4. Holland; 5. Supply of Arms: Dominican Republic; 6. Civil Aviation: K.L.M. Services to Singapore; 7. Kuwait
CAB,195,18,3,3-Feb-59,Notebook,CC (59) 4,1. Europe; 2. Egypt: Financial Agreement; 3. Parliament; 4. Balance of Payments; 5. Horticulture; 6. Territorial Waters
CAB,195,18,4,5-Feb-59,Notebook,CC (59) 5,1. Defence White Paper; 2. Service Widow's Pensions
CAB,195,18,5,10-Feb-59,Notebook,CC (59) 6,1. Egypt: Financial Agreement; 2. Parliament; 3. Pensions; 4. Horticulture; 5. Defence: Strategic Air Freighter
CAB,195,18,6,17-Feb-59,Notebook,CC (59) 10,1. Cyprus; 2. Alan Nunn May; 3. Cuba; 4. Export of Arms: a) cuba - b) Dominica; 5. Guy Burgess; 6. Agricultural Policy: Small Farmers Bill
CAB,195,18,7,19-Feb-59,Notebook,CC (59) 11,1. Egypt: Financial Agreement; 2. Cyprus; 3. Parliament
CAB,195,18,8,4-Mar-59,Notebook,CC (59) 14,1. Visit to Moscow; 2. Parliament; 3. Rhodesia and Nyasaland; 4. Territorial Waters: Iceland Fishery Limits
CAB,195,18,9,10-Mar-59,Notebook,CC (59) 15,"1. Civil Service: Salaries of Higher Staff; 2. Boards of B.B.C. etc, Salaries of Members; 3. Telephone Service; 4. Cyprus; 5. Farm Price Review; 6. Small Farmers Act"
CAB,195,18,10,11-Mar-59,Notebook,CC (59) 16,1. Parliament; 2. Nyasaland; 3. Civil Service Salaries; 4. India: Financial Aid; 5. Germany: a) Procedure - b) Visit to Paris;
CAB,195,18,11,17-Mar-59,Notebook,CC (59) 17,1. Holland; 2. Visits to Paris and Bonn; 3. Cyprus; 4. Diaries of R. Casement; 5. International Development Association; 6. Shipping: Future of Queens; 7. Economic Survey 1959; 8. Education: Voluntary Schools; 9. Federation of Rhodesia and Nyasaland
CAB,195,18,12,25-Mar-59,Notebook,CC (59) 20,1. Federation of Rhodesia and Nyasaland; 2. P.M.'s Visit to Ottawa &amp; Washington; 3. Iraq; 4. Egypt: Foreign Compensation Commission; 5. Cabinet Business
CAB,195,18,13,6-Apr-59,Notebook,CC (59) 21,The Budget
CAB,195,18,14,9-Apr-59,Notebook,CC (59) 22,1. Parliament; 2. Foreign Affairs i) Germany - ii ) N.A.T.O. Meeting in Washington - iii) Iraq: Supply of Arms; 3. Cotton Industry
CAB,195,18,15,14-Apr-59,Notebook,CC (59) 23,1. Germany: Talks with French; 2. Nuclear Tests: Geneva Conference; 3. Trade with Russia; 4. Parliament; 5. Cotton Industry; 6. Future Status of Post Office; 7. International Development Association; 8. John Waters
CAB,195,18,16,20-Apr-59,Notebook,CC (59) 24,1. Supply of Arms: Iraq; 2. Parliament
CAB,195,18,17,23-Apr-59,Notebook,CC (59) 25,1. The Maldives; 2. Latin Caribbean: Supply of Arms; 3. Obscene Publications Bill; 4. Pensions of Higher Judiciary; 5. Commercial Policy: Liberalisation of Dollar Imports; 6. Indus Waters
CAB,195,18,18,28-Apr-59,Notebook,CC (59) 26,1. Germany: Manufacture of A.A. Guided Missiles; 2. N.A.T.O. Deployment of Missiles in Europe; 3. Egypt: Financial Agreement
CAB,195,18,19,30-Apr-59,Notebook,CC (59) 27,1. Parliament; 2. Space Research; 3. Commonwealth Education Conference; 4. Commercial Policy: Dollar Imports; 5. Iceland: Fishing
CAB,195,18,20,5-May-59,Notebook,CC (59) 28,1. Cabinet Proceedings; 2. Germany: Paris Meeting of W. Powers; 3. Egypt: Financial Agreement; 4. Iraq; 5. Aircraft Industry: Dakota Replacement
CAB,195,18,21,6-May-59,Notebook,CC (59) 29,Aircraft Industry: Replacement for Dakota
CAB,195,18,22,7-May-59,Notebook,CC (59) 30,1. Parliament; 2. Germany; 3. Pensions; 4. Treasury Control of Expenditure; 5. Transport: Rural Bus Services; 6. Commerical Policy: European Free Trade Area; 7. Education: Teachers' Salaries
CAB,195,18,23,12-May-59,Notebook,CC (59) 31,1. Information Services: Export of Books; 2. Foreign Affairs; 3. Parliament; 4. I.L.O. Conventions; 5. Education: Church Schools; 5. Cabinet Procedure
CAB,195,18,24,28-May-59,Notebook,CC (59) 32,1. Parliament ; 2. Foreign Affairs: a) Russian Defector - b) Germany; 3. Education: Voluntary Schools; 4. Klaus Fuchs; 5. Coal
CAB,195,18,25,4-Jun-59,Notebook,CC (59) 33,1. Parliament ; 2. National Assistance; 3. Pensions: Higher Judiciary; 4. Kenya: Hola Detention Camp; 5. Teachers' Salaries
CAB,195,18,26,11-Jun-59,Notebook,CC (59) 34,"1. Parliament; 2. Germany; 3. Kenya: Hola Detention Camp; 4. Hilton Hotel, Park Lane"
CAB,195,18,27,15-Jun-59,Notebook,CC (59) 35,1. Mr Menzies; 2. Berlin
CAB,195,18,28,17-Jun-59,Notebook,CC (59) 36,1. Export of Books; 2. Parliament; 3. Education: Teachers' Salaries; 4. Berlin
CAB,195,18,29,23-Jun-59,Notebook,CC (59) 37,1. Berlin; 2. Parliament; 3. Maldive Islands; 4. Nuclear Power Programme; 5. Industrial Disputes: Printing; 6. S.G. Brown Ltd; 7. Distribution of Industry
CAB,195,18,30,30-Jun-59,Notebook,CC (59) 38,1.Berlin; 2. Parliament; 3. European Economic Community; 4. Civil Defence: Evacuation Policy; 5. Industrial Disputes: Printing Trade; 6. Education: Teachers'  Salaries; 7. Commerical Policy: Butter
CAB,195,18,31,7-Jul-59,Notebook,CC (59) 39,1. Commercial Policy: European Trade Association; 2. Parliament; 3. Shipping Industry: Cunard Liners; 5. Defence: Move of U.S. Squadrons to U.K.; 6. Government Expenditure; 7. Industrial Disputes: Printing Trade
CAB,195,18,32,14-Jul-59,Notebook,CC (59) 41,1. Procedure; 2. Germany: Manufacture of Guided Missiles; 3. Germany: Geneva Meeting; 4. Industrial Dispute: Printing; 5. Agriculture: Marginal Production Grants; 6. Government Expenditure; 7. Egypt: Financial Agreement; 8. British Transport Commission; 9. Irish Republic; 10. Licensing Laws in Scotland
CAB,195,18,33,16-Jul-59,Notebook,CC (59) 42,1. Parliament; 2. Federation of Rhodesia and Nyasaland; 3. Nyasaland: Emergency; 4. Police: Chief Constable of Nottingham; 5. Nationalised Industries; 6. Post Office; 7. Gas Prices; 8. Spain: Abolition of Visas
CAB,195,18,34,20-Jul-59,Notebook,CC (59) 43,1. Nyasaland: Emergency; 2. Kenya: Hola Detention Camp
CAB,195,18,35,21-Jul-59,Notebook,CC (59) 44,1. Federation of Rhodesia and Nyasaland; 2. National Health Service - Financial Structure - Opticians' Fees; 3. Agricultural Policy - pigs - tariffs; 4. Casement Diaries; 5. Legislative Programme; 6. Parliament
CAB,195,18,36,23-Jul-59,Notebook,CC (59) 45,1. Parliament; 2. Podala: Arrest; 3. Commercial Policy; 4. N.H.S. Opticians' Fees; 5. Employment: Distribution of Industry; 6. Commercial Policy; 7. Channel Tunnel
CAB,195,18,37,28-Jul-59,Notebook,CC (59) 47,1. Pensions of Higher Judiciary; 2. Mr Speaker's Pension; 3. Agricultural Policy: M.A.P. Grants; 4. Investment Programme: 1958-63;  5. Atomic Energy: Nuclear Merchant Ship; 6. Metropolitan Police Fund; 7. Commercial Policy: Import of Canadian Bacon
CAB,195,18,38,29-Jul-59,Notebook,CC (59) 49,Germany
CAB,195,18,39,1-Sep-59,Notebook,CC (59) 50,1. Foreign Affairs; 2. Economic Situation; 3. Colonial Affairs; 4. Employment: Individual Relations: Wages; 5. Crime; 6. Coal; 7. Legislative Programme; 8. Trade
CAB,195,18,40,12-Oct-59,Notebook,CC (59) 53,
CAB,195,18,41,20-Oct-59,Notebook,CC (59) 54,1. Cabinet; 2. Foreign Affairs - UN Debate on Tibet - Arms for Cuba; 3. Parliament; 4. Closed under the Freedom of Information Act 2000; 5. Legislative Programme; 6. Queen's Speech on Opening; 7. I.L.O. Conventions; 8. Transport Fares
CAB,195,18,42,29-Oct-59,Notebook,CC (59) 55,1. Parliament; 2. Foreign Affairs - a) Meeting of Heads of Government - b) Supply of Arms to Cuba; 3. Betting and Gaming Bill; 4. Civil Aviation - European Control; 5. Commercial Policy: Liberalisation; 6. Commercial Policy: European F.T.A.: Frozen Fish; 7. Egypt: Suez Canal Company; 8. Trinidad; 9. Wages Policy
CAB,195,18,43,5-Nov-59,Notebook,CC (59) 56,1. Parliament; 2. Foreign Affairs - a) Security Council - b) Atomic Test: Sahara; 3. Pensions: Higher Judiciary; 4. Territorial Waters; 5. European Free Trade Association; 6. Supply of Arms: Central America
CAB,195,18,44,10-Nov-59,Notebook,CC (59) 57,1. Parliament; 2. Kenya; 3. Supply of Arms: Central America; 4. Federation of Rhodesia etc.; 5. Nuclear Tests: Sahara; 6. Government Expenditure
CAB,195,18,45,17-Nov-59,Notebook,CC (59) 58,"1. Foreign Affairs - France - Arms to Caribbean; 2. Parliament - a) Speaker's Pension Bill - b) Metropolitan Police; 3. Commercial Policy: E.F.T.A.; 4. Commercial Policy: Canadian Pigmeat; 5. Bank Notes; 6. Companies Act etc., Enquiry; 7. Land Drainage"
CAB,195,18,46,20-Nov-59,Notebook,CC (59) 59,Commercial Policy: E.F.T.A.
CAB,195,18,47,26-Nov-59,Notebook,CC (59) 60,1. Parliament; 2. Companies Act; 3. Foreign Affairs; 4. British Forces in Europe. B.A.O.R.; 5. Defence: Ballistic Missile Early Warning System; 6. S.E.A.T.O. Laos; 7. Tanganyika; 8. Piccadilly Circus
CAB,195,18,48,3-Dec-59,Notebook,CC (59) 61,1.  Parliament; 2. Police: Interception of Telephone Communication; 3. Central African Federation; 4. Egypt; 5. Foreign Affairs; 6. Noise Abatement; 7. Maritime Consultation Organisation; 8. Law of the Sea; 9. Police: Royal Commission; 10. Kuwait: Jurisdiction
CAB,195,18,49,10-Dec-59,Notebook,CC (59) 62,1. Parliament; 2. Education; 3. Road Traffic; 4. Nuclear Tests; 5. Old Age Pensions; 6. Civil Aviation: Scottish Aviation Ltd; 7. Interception of Communications; 8. Fuel Policy; 9. Horticulture
CAB,195,18,50,17-Dec-59,Notebook,CC (59) 64,1. Trustee Investment; 2. Offices; 3. Anglo-Polish Trade Talks; 4. Aircraft Industry; 5. Nuclear Propulsion in Merchant Ships; 6. Road Traffic
CAB,195,18,51,4-Jan-60,Notebook,CC (60) 1,1. Kuwait; 2. East Africa: Land Forces; 3. Law of the Sea; 4. Europe; 5. Nyasaland; 6. Jute Tariff
CAB,195,18,52,16-Feb-60,Notebook,CC (60) 9,1. Cabinet;  2. P.M.'s Africa Tour; 3. Foreign Affairs - a) Russia - b) Nuclear Tests; 4. Cyprus; 5. Industrial Disputes: Railways; 6. Iron and Steel Industry; 7. Kenya
CAB,195,18,53,18-Feb-60,Notebook,CC (60) 10,1. Parliament; 2. Cyprus; 3. Federation of Rhodesia and Nyasaland; 4. Nigeria; 5. Uganda
CAB,195,18,54,22-Feb-60,Notebook,CC (60) 11,1. Royal Marriages Act; 2. Federation of Rhodesia; 3. Kenya; 4. Law of the Sea
CAB,195,18,55,23-Feb-60,Notebook,CC (60) 12,4. Law of the Sea;  5. Federation of Rhodesia and Nyasaland
CAB,195,18,56,1-Mar-60,Notebook,CC (60) 14,1. Foreign Affairs; 2. Post Office; 3. Federation of Rhodesia; 4. Farm Price Review
CAB,195,18,57,8-Mar-60,Notebook,CC (60) 15,1. Foreign Affairs - a) Germany - b) Disarmament; 2. Cyprus; 3. National Health Service; 4. Wages Policy: Electricity; 5. B.T.C. Railway Re-organisation; 6. Assistance to Overseas Territories; 7. British Guiana.
CAB,195,18,58,15-Mar-60,Notebook,CC (60) 17,"1. Germany; 2. Territorial Waters; 3. Cyprus; 4. Railway Re-Organisation; 5. The Currency; 6. The Economic Survey, 1960; 7. Suez Canal: Users’ Association"
CAB,195,18,59,17-Mar-60,Notebook,CC (60) 18,1. British Transport Commission; 2. Economic Stiuation; 3. Education; 4. Parliament
CAB,195,18,60,22-Mar-60,Notebook,CC (60) 19,1. Foreign Affairs; 2. Carlton House Terrace; 3. Parliament: Accommodation; 4. Broadcasting; 5. Building Societies' Bill
CAB,195,18,61,24-Mar-60,Notebook,CC (60) 20,1. Parliament; 2. National Health Service - Remuneration - Reduction in size of lists; 3. Aircraft Industry; 4. Railways; 5. Geneva Conference: Nuclear Tests; 6. Economic Co-operation
CAB,195,18,62,2-Apr-60,Notebook,CC (60) 23,The Budget
CAB,195,18,63,5-Apr-60,Notebook,CC (60) 24,1. Persian Gulf; 2. Cyprus; 3. Parliament; 4. Somaliland; 5. Imports of Pigmeat
CAB,195,18,64,11-Apr-60,Notebook,CC (60) 25,1. British Somaliland; 2. Sierra Leone; 3. Road Programme
CAB,195,18,65,13-Apr-60,Notebook,CC (60) 26,1. Nuclear Weapons; 2. Parliament; 3. Economic Situation; 4. Law of the Sea
CAB,195,18,66,26-Apr-60,Notebook,CC (60) 27,1. Parliament; 2. Foreign Affairs - a) Disarmament - b) Europe - c) Cyprus - d) Missiles: European Co-operation; 3. Civil Aviation: European Air Traffic Control; 4. House of Commons: Members Fund; 5. Education: Salaries of University Staff; 6. Economic Situation
CAB,195,18,67,28-Apr-60,Notebook,CC (60) 28,1. Parliament; 2. Nuclear Tests; 3. Law of the Sea; 4. India Office Library; 5. Southern Rhodesia; 6. Commercial Policy - a) Horticulture: Tomatoes - b) Pigmeat
CAB,195,18,68,6-May-60,Notebook,CC (60) 29,1. Law of the Sea; 2. Meeting of Commonwealth P.M.’s; 3. Africa: Economic Aid
CAB,195,19,1,20-Jun-60,Notebook,CC (60) 35,1. Nuclear Weapons: Sky-Bolt; 2. Polaris: Base in U.K.
CAB,195,19,2,23-Jun-60,Notebook,CC (60) 37,1. Parliament; 2. Cyprus; 3. Housing Policy; 4. Legislative Programme; 5. Nuclear Weapons
CAB,195,19,3,17-May-60,Notebook,CC (60) 31,1. Summit Meeting; 2. Parliament; 3. Piccadilly Circus; 4. Relaxation of Import Restrictions; 5. Butter; 6. E.F.T.A. Finland; 7. Kuwait; 8. Decimal Coinage
CAB,195,19,4,26-May-60,Notebook,CC (60) 33,1. Parliament; 2. Foreign Affairs; 3. Indonesia; 4. Industrial Relations; 5. South Africa: Refugees in High Commission Territories
CAB,195,19,5,28-Jul-60,Notebook,CC (60) 47,1. The Cabinet; 2. Parliament; 3. Nyasaland: Constitutional Conference; 4. Shipping: Cunard Liners; 5. Law of the Sea; 6. Cyprus
CAB,195,19,6,28-Jul-60,Notebook,CC (60) 48,Polaris
CAB,195,19,7,6-Oct-60,Notebook,CC (60) 52,1. Queen's Speeches - a) Prorogation - b) Opening; 2. Duke and Duchess of Gloucester: Silver Wedding; 3. East African Building Societies; 4. North British Locomotive Company; 5. British North American Act; 6. Education: Grants to Students; 7. Investment Programme
CAB,195,19,8,6-Oct-60,Notebook,CC (60) 53,1. U.N. Assembly; 2. National Health Service: Drugs for Private Patients; 3. Industrial Disputes: Railways; 4. Iceland
CAB,195,19,9,18-Oct-60,Notebook,CC (60) 54,1. Foreign Affairs: U.N. Assembly - Congo - Egypt; 2. Iron and Steel Industry; 3. Pensions: National Health Stamp etc.; 4. National Health Service: Contributions; 5. National Health Service: Drugs for Private Patients
CAB,195,19,10,8-Nov-60,Notebook,CC (60) 57,1. Foreign Affairs - a) Congo - b) Egypt - c) Iceland - d) West Indies: Bases; 2. Federation of Rhodesia etc.; 3. Parliament; 4. Floods; 5. National Service; 6. Liquor Licensing Bill; 7. Constitutional Development of Commonwealth
CAB,195,19,11,2-Feb-61,Notebook,CC (61) 4,"1. Parliament; 2. Road Safety - a) ""totting up"" - b) Death through dangerous driving - c) Remission of Disqualification - d) Drink and Driving"
CAB,195,19,12,7-Feb-61,Notebook,CC (61) 5,1. Foreign Affairs; 2. Department of Technical Co-operation; 3. Federation of Rhodesia and Nyasaland; 4. Newspaper Mergers; 5. Facilities in U.K. for German Forces; 6. Sunday Observance; 7. Parliament: Expenses of Members
CAB,195,19,13,20-Feb-61,Notebook,CC (61) 8,1. Northern Rhodesia: Constitution
CAB,195,19,14,21-Feb-61,Notebook,CC (61) 9,1. Congo; 2. Laos; 3. Polaris; 4. E.F.T.A.; 5. Parliament; 6. Broadcasting: Subscription Television; 7. Kenya; 8. Sunday Observance
CAB,195,19,15,27-Mar-61,Notebook,CC (61) 18,1. Laos
CAB,195,19,16,13-Apr-61,Notebook,CC (61) 20,1. Parliament; 2. Laos; 3. Nuclear Tests Conference; 4. Kuwait; 5. Education: Teachers' Salaries in Scotland; 6. Railway Working Week; 7. Disputes: Trawlermen; 8. P.M.'s Visit to Washington and Ottawa
CAB,195,19,17,30-May-61,Notebook,CC (61) 29,1. South Africa; 2. Laos; 3. Iran; 4. Korea; 5. Parliament; 6. Education: Teachers' Salaries; 7. Europe; 8. Legislative Programme 1961/1962; 9. Commonwealth Immigrants; 10. Aden
CAB,195,19,18,21-Jul-61,Notebook,CC (61) 42,1. European Economic Community
CAB,195,19,19,24-Jul-61,Notebook,CC (61) 43,1. Economic Situation
CAB,195,19,20,27-Jul-61,Notebook,CC (61) 44,1. European Economic Community; 2. Parliament; 3. Teachers' Salaries; 4. Civil Aviation: Airports; 5. Kenya: Jomo Kenyatta
CAB,195,19,21,28-Jul-61,Notebook,CC (61) 45,1. Tunisia; 2. Berlin; 3. Air Corporations: M/East Airlines
CAB,195,19,22,30-Jun-61,Notebook,CC (61) 37,1. Economic Situation; 2. Kuwait
CAB,195,19,23,25-Nov-60,Notebook,CC (60) 59,1. Foreign Affairs - a) Congo - b) Laos - c) Italy - d) United Nations; 2. Parliament; 3. General Grant in Scotland; 4. Egypt: Financial Settlement; 5. Channel Tunnel; 6. Commonwealth Immigrants; 7. Covent Garden Market
CAB,195,19,24,8-Dec-60,Notebook,CC (60) 62,1. Parliament; 2. Civil Service Pay; 3. Economic Situation; 4. Law of the Sea: Iceland; 5. Foreign Affairs - a) Congo - b) Laos - c) Finland: E.F.T.A.; 6. Public Investment Programme; 7. Housing Policy - a) Houses to Let - b) Improvement and Conversion of old houses; 8. Europe: O.E.E.C. Re-organisation; 9. Commercial Policy: Japan; 10. Suez Finance Company; 11. Tourism
CAB,195,19,25,30-Jun-60,Notebook,CC (60) 38,1. Parliament; 2. Disarmament; 3. Cyprus; 4. European Television Agreement; 5. Economic Situation
CAB,195,19,26,5-Jul-60,Notebook,CC (60) 39,1. Foreign Affairs - a) Disarmament - b) Cyprus - c) Cuba; 2. Shipping: Cunard Liners; 3. Relaxation of Import Restrictions; 4. Colonial Development Corporation
CAB,195,19,27,26-Jul-60,Notebook,CC (60) 46,1. Oversea Civil Service; 2. Commonwealth Immigrants; 3. Industrial Relations; 4. Housing and Rating Policy; 5. Coinage Reform; 6. Law of the Sea
CAB,195,19,28,29-Nov-60,Notebook,CC (60) 60,1. Economic Situation; 2. Hire Purchase
CAB,195,19,29,1-Dec-60,Notebook,CC (60) 61,1. Parliament; 2. Foreign Affairs - a) Egypt - b) Congo - c) W.E.U. Assembly; 3. Nationalised Industries: Salaries of Board Members; 4. British Transport Commission; 5. Education: Grants to Students; 6. National Theatre
CAB,195,19,30,9-Dec-60,Notebook,CC (60) 63,Transport Reorganisation: White Paper
CAB,195,19,31,15-Dec-60,Notebook,CC (60) 64,1. Foreign Affairs - a) United Nations - Congo - Ethiopia - Algeria - Laos; 2. Europe: Finland; 3. Parliament; 4. Coal: Sales in Ireland; 5. Northern Ireland: Unemployment; 6. Commonwealth Youth Trust; 7. Kenya: Land Tenure; 8. Federation of Rhodesia and Nyasaland; 9. Hankey's Memoirs
CAB,195,19,32,21-Dec-60,Notebook,CC (60) 65,1. Congo; 2. Laos; 3. Agricultural Policy: Farm Improvement Scheme; 4. National Health Service; 5. Civil Defence; 6. Broadcasting; 7. Commercial Policy: Japan
CAB,195,19,33,31-Jan-61,Notebook,CC (61) 3,4. Federation of Rhodesia etc.; 5. Newspaper Mergers
CAB,195,19,34,13-Feb-61,Notebook,CC (61) 6,1. Industrial Disputes: Tally Clerks; 2. Rhodesia and Nyasaland; 3. Capital Punishment; 4. Farm Price Review
CAB,195,19,35,16-Feb-61,Notebook,CC (61) 7,1. Parliament; 2. Coloured Immigrants; 3. Steel - Realisation Agency; 4. Rhodesia: Federation; 5. Defence: Exchange of Information on Aircraft Movements; 6. Germany: Defence Facilities in U.K.; 7. Commonwealth Youth Trust; 8. Congo
CAB,195,19,36,2-Jun-60,Notebook,CC (60) 34,1. Cyprus; 2. Law of the Sea: Iceland; 3. Germany: Supply of Arms; 4. South Africa; 5. Atomic Energy: Civil Programme; 6. Somaliland Protectorate; 7. Education: Grants to Students; 8. Parliament; 9. Parliament: Pensions for Members
CAB,195,19,37,16-Mar-61,Notebook,CC (61) 13,1. Meeting of Commonwealth Prime Ministers; 2. Parliament
CAB,195,19,38,20-Mar-61,Notebook,CC (61) 14,Federation of Rhodesia etc.
CAB,195,19,39,21-Mar-61,Notebook,CC (61) 15,1. Laos; 2. Congo; 3. Parliament; 4. Nationalised Industries; 5. Cameroons; 6. Economic Survey; 7. South Africa
CAB,195,19,40,23-Mar-61,Notebook,CC (61) 16,1. Laos
CAB,195,19,41,23-Mar-61,Notebook,CC (61) 17,1. Laos; 2. E.F.T.A. Finland
CAB,195,19,42,15-Apr-61,Notebook,CC (61) 21,The Budget
CAB,195,19,43,20-Apr-61,Notebook,CC (61) 22,1. Cuba; 2. Laos; 3. Parliament; 4. Europe - Washington Talks
CAB,195,19,44,26-Apr-61,Notebook,CC (61) 24,1. Parliament: W. Benn; 2. Algeria; 3. Europe: Washington Talks
CAB,195,19,45,2-May-61,Notebook,CC (61) 25,1. Laos
CAB,195,19,46,4-May-61,Notebook,CC (61) 26,1. Parliament; 2. George Blake; 3. Laos; 4. Europe
CAB,195,19,47,6-Jun-61,Notebook,CC (61) 30,1. Parliament; 2. Rhodesia and Nyasaland; 3. Teachers' Salaries; 4. British Sugar Corporation; 5. Civil Service: Unestablished Service; 6. Mr Kennedy's Visit; 7. Berlin; 8. Angola
CAB,195,19,48,13-Jun-61,Notebook,CC (61) 31,1. Laos; 2. Fisheries Dispute: Denmark; 3. Parliament; 4. Angola; 5. Kuwait; 6. Germany: Defence Facilities in U.K.; 7. Cameroons; 8. West Indies; 9. Education: Teachers' Salaries; 10. Suez Finance Company; 11. Civil Aviation: Airport Policy
CAB,195,19,49,16-Jun-61,Notebook,CC (61) 32,1. Labour: Restrictive Practices; 2. Economic Situation
CAB,195,19,50,19-Jun-61,Notebook,CC (61) 33,1. Federation of Rhodesia and Nyasaland
CAB,195,19,51,20-Jun-61,Notebook,CC (61) 34,1. National Theatre; 2. Federation of Rhodesia; 3. East/West Relations
CAB,195,19,52,29-Jun-61,Notebook,CC (61) 36,1. Parliament; 2. Kuwait; 3. Laos; 4. South Africa: Supply of Arms; 5. Cameroons; 6. Tourism - a) Hotels - b) Carnet - c) Carnet: Aircraft - d) Camping in National Parks; 7. Germany: Defence Facilities in U.K.
CAB,195,19,53,3-Jul-61,Notebook,CC (61) 38,1. Kuwait
CAB,195,19,54,6-Jul-61,Notebook,CC (61) 39,1. Parliament; 2. Kuwait; 3. Laos; 4. Berlin; 5. Nuclear Merchant Ship; 6. Local Government: London; 7. Covent Garden Market; 8. South West Africa
CAB,195,19,55,13-Jul-61,Notebook,CC (61) 40,1. Parliament; 2. Kuwait; 3. Foreign Affairs; 4. Post Office Tariffs; 5. Trade Union Elections; 6. Germany: Assets in U.K.; 7. Wages and Prices: C.O.P.P.I.
CAB,195,19,56,20-Jul-61,Notebook,CC (61) 41,1. Foreign Affairs; 2. Parliament; 3. Post Office Tariffs; 4. Economic Situation; 5. Local Government: Greater London; 6. Trade Union Elections; 7. British Sugar Corporation; 8. British Transport Commission
CAB,195,19,57,21-Jun-60,Notebook,CC (60) 36,1. Foreign Affairs - a) Cyprus - b) Nuclear Tests - c) European Co-operation; 2. Economic Situation; 3. Iron and Steel Industry
CAB,195,19,58,7-Jul-60,Notebook,CC (60) 40,1. Parliament; 2. International Monetary Fund
CAB,195,19,59,13-Jul-60,Notebook,CC (60) 41,Europe
CAB,195,19,60,14-Jul-60,Notebook,CC (60) 42,"1. Parliament; 2. Foreign Affairs - Congo; 3. Kenya; 4. Non-Industrial Employment: Shops, Offices, etc.; 5. Artificial Insemination; 6. Supersonic Airliner"
CAB,195,19,61,25-Jul-60,Notebook,CC (60) 45,1. Foreign Affairs: Congo; 2. European Economic Co-operation; 3. Parliament; 4. Agriculture: Farm Improvement Scheme; 5. Information Services: South America; 6. Economic Situation: Balance of Payments; 7. North British Locomotive Company
CAB,195,19,62,10-May-60,Notebook,CC (60) 30,1. Cyprus; 2. Law of the Sea; 3. Meeting of Commonwealth Prime Ministers; 4. Commonwealth Ministers: Diplomatic Immunity; 5. Pensions
CAB,195,20,1,3-Aug-61,Notebook,CC (61) 47,1. Wages Policy; 2. South Africa; 3. Commercial Policy: Japan; 4. United Nations: Finance
CAB,195,20,2,17-Oct-61,Notebook,CC (61) 56,1. Berlin; 2. Common Market: Paris Meeting; 3. Queen's Speech: Opening of Parliament; 4. Army Man-Power; 5. Shipping: Cunard Liners; 6. Teachers' Salaries; 7. Euston Station
CAB,195,20,3,19-Oct-61,Notebook,CC (61) 57,1. Teachers' Salaries; 2. Aviation Industry
CAB,195,20,4,26-Oct-61,Notebook,CC (61) 58,1. Foreign Affairs - a) Berlin - b) Congo - c) Laos - d) Nuclear Tests; 2. Army Man-Power - Reserves; 3. Methane Gas; 4. Coal: Price Policy; 5. National Insurance: Family Allowances for Apprentices; 6. Shipping: Nuclear Propulsion; 7. Wages Policy; 8. Euston Station: Doric Arch
CAB,195,20,5,2-Nov-61,Notebook,CC (61) 59,1. Parliament; 2. Germany: Berlin - a) Immediate question of Friedrikstrasse crossing - b) Corridors - Air and Land - c) Economic Counter Measures - d) Negotiations; 3. Nuclear Tests; 4. Ghana: Queen's Visit; 5. Commercial Policy: Japan
CAB,195,20,6,8-Nov-61,Notebook,CC (61) 60,1. Ghana: Queen's Visit
